name,ring,quadrant,isNew,description,Descriptive text here,Tech Champ,URL,URL Text,,ring_dropdown,,quadrant_dropdown,isNew_dropdown,Link to Radar,
Micro services,adopt,techniques,FALSE,"<strong>Micro services</strong> are a software development technique—a variant of the service-oriented architecture (SOA) architectural style that structures an application as a collection of loosely coupled services. In a microservices architecture, services are fine-grained and the protocols are lightweight.<a href=""https://youtu.be/2yko4TbC8cI"">Martin Fowler talks about micro services</a> Tech Champ <strong>?</strong>.","are a software development technique—a variant of the service-oriented architecture (SOA) architectural style that structures an application as a collection of loosely coupled services. In a microservices architecture, services are fine-grained and the protocols are lightweight.",,https://youtu.be/2yko4TbC8cI,Martin Fowler talks about micro services,,,,,,,
Planning Poker,adopt,techniques,FALSE,"<strong>Planning Poker</strong>  is a consensus-based estimating technique. Agile teams around the world use Planning Poker to estimate their product backlogs. Planning Poker can be used with story points, ideal days, or any other estimating unit.<a href=""https://www.mountaingoatsoftware.com/agile/planning-poker""></a> Tech Champ <strong>?</strong>."," is a consensus-based estimating technique. Agile teams around the world use Planning Poker to estimate their product backlogs. Planning Poker can be used with story points, ideal days, or any other estimating unit.",,https://www.mountaingoatsoftware.com/agile/planning-poker,,,,,,,,
MobileFirst,adopt,techniques,FALSE,"<strong>MobileFirst</strong> is exactly a rule of “progressive advancement”. “Mobile first”, as the name suggests, means that we start the product design from the mobile end which has more restrictions, then expand its features to create a tablet or desktop version.<a href=""https://medium.com/@Vincentxia77/what-is-mobile-first-design-why-its-important-how-to-make-it-7d3cf2e29d00"">WhatIsMobileFirst</a> Tech Champ <strong>Alison</strong>.","is exactly a rule of “progressive advancement”. “Mobile first”, as the name suggests, means that we start the product design from the mobile end which has more restrictions, then expand its features to create a tablet or desktop version.",Alison,https://medium.com/@Vincentxia77/what-is-mobile-first-design-why-its-important-how-to-make-it-7d3cf2e29d00,WhatIsMobileFirst,,,,,,,
3 Amigos,adopt,techniques,FALSE,"<strong>3 Amigos</strong> normally consisting of BA, Developer, and Tester - is one of the key ways to change the culture of the team to be more Agile, and encourage more collaboration. ... The Three Amigos ensures a common understanding for a story in the team; a session between Product Owner (Business), Developer, Tester<a href=""https://www.youtube.com/watch?v=DZHbUVmtRTE"">Three Amigos</a> Tech Champ <strong>Karen</strong>.","normally consisting of BA, Developer, and Tester - is one of the key ways to change the culture of the team to be more Agile, and encourage more collaboration. ... The Three Amigos ensures a common understanding for a story in the team; a session between Product Owner (Business), Developer, Tester",Karen,https://www.youtube.com/watch?v=DZHbUVmtRTE,Three Amigos,,,,,,,
ScrumBan,trial,techniques,TRUE,"<strong>ScrumBan</strong> <a href=""https://kanbanize.com/kanban-resources/getting-started/what-is-kanban/"">WhatIsKanban</a> Tech Champ <strong>Michael</strong>.",,Michael,https://kanbanize.com/kanban-resources/getting-started/what-is-kanban/,WhatIsKanban,,,,,,,
Specflow,adopt,tools,FALSE,"<strong>Specflow</strong> is the open source port of Cucumber for .NET. Define automatic tests in Gherkin and execute them using MSTest, NUnit, xUnit and MbUnit.<a href=""https://specflow.org/"">https://specflow.org/</a> Tech Champ <strong>?</strong>.","is the open source port of Cucumber for .NET. Define automatic tests in Gherkin and execute them using MSTest, NUnit, xUnit and MbUnit.",,https://specflow.org/,https://specflow.org/,,,,,,,
selenium,adopt,tools,FALSE,"<strong>selenium</strong> Selenium automates browsers. That's it! What you do with that power is entirely up to you. Primarily, it is for automating web applications for testing purposes, but is certainly not limited to just that.<a href=""https://www.seleniumhq.org/"">https://www.seleniumhq.org/</a> Tech Champ <strong>?</strong>.","Selenium automates browsers. That's it! What you do with that power is entirely up to you. Primarily, it is for automating web applications for testing purposes, but is certainly not limited to just that.",,https://www.seleniumhq.org/,https://www.seleniumhq.org/,,,,,,,
RestSharp,adopt,tools,FALSE,"<strong>RestSharp</strong> is a comprehensive, open-source HTTP client library that works with all kinds of DotNet technologies. It can be used to build robust applications by making it easy to interface with public APIs and quickly access data without the complexity of dealing with raw HTTP requests.<a href=""https://restsharp.dev/"">https://restsharp.dev/</a> Tech Champ <strong>?</strong>.","is a comprehensive, open-source HTTP client library that works with all kinds of DotNet technologies. It can be used to build robust applications by making it easy to interface with public APIs and quickly access data without the complexity of dealing with raw HTTP requests.",,https://restsharp.dev/,https://restsharp.dev/,,,,,,,
Log Analytics,adopt,tools,TRUE,"<strong>Log Analytics</strong> Log Analytics is a tool in the Azure portal to edit and run log queries from data collected by Azure Monitor Logs and interactively analyze their results. You can use Log Analytics queries to retrieve records that match particular criteria, identify trends, analyze patterns, and provide various insights into your data.<a href=""https://docs.microsoft.com/en-us/azure/azure-monitor/logs/log-analytics-tutorial"">log-analytics-tutorial</a> Tech Champ <strong>?</strong>.","Log Analytics is a tool in the Azure portal to edit and run log queries from data collected by Azure Monitor Logs and interactively analyze their results. You can use Log Analytics queries to retrieve records that match particular criteria, identify trends, analyze patterns, and provide various insights into your data.",,https://docs.microsoft.com/en-us/azure/azure-monitor/logs/log-analytics-tutorial,log-analytics-tutorial,,,,,,,
ZEPLIN,adopt,tools,FALSE,"<strong>ZEPLIN</strong> is a collaboration tool, built for UI designers and frontend developers. WithZeplin, collaboration between designers and developers becomes easy, effective and saves time. Designers can turn their designs into specs and guidelines, and developers can generate platform-related code snippets<a href=""https://zeplin.io/"">https://zeplin.io/</a> Tech Champ <strong>Alison</strong>.","is a collaboration tool, built for UI designers and frontend developers. WithZeplin, collaboration between designers and developers becomes easy, effective and saves time. Designers can turn their designs into specs and guidelines, and developers can generate platform-related code snippets",Alison,https://zeplin.io/,https://zeplin.io/,,,,,,,
IronPDF,adopt,tools,FALSE,"<strong>IronPDF</strong> is a commercial Grade PDF Generation library for the . Net platform, written in C#.<a href=""https://ironpdf.com/"">https://ironpdf.com/</a> Tech Champ <strong>?</strong>.","is a commercial Grade PDF Generation library for the . Net platform, written in C#.",,https://ironpdf.com/,https://ironpdf.com/,,,,,,,
Postman,adopt,tools,FALSE,"<strong>Postman</strong> is a Google Chrome app for interacting with HTTP APIs. It presents you with a friendly GUI for constructing requests and reading responses. The people behind Postman also offer an add-on package called Jetpacks, which includes some automation tools and, most crucially, a Javascript testing library<a href=""https://www.youtube.com/watch?v=t5n07Ybz7yI"">The Basics of Using Postman</a> Tech Champ <strong>?</strong>.","is a Google Chrome app for interacting with HTTP APIs. It presents you with a friendly GUI for constructing requests and reading responses. The people behind Postman also offer an add-on package called Jetpacks, which includes some automation tools and, most crucially, a Javascript testing library",,https://www.youtube.com/watch?v=t5n07Ybz7yI,The Basics of Using Postman,,,,,,,
Insomnia,adopt,tools,FALSE,"<strong>Insomnia</strong> is a free cross-platform desktop application that takes the pain out of interacting with and designing HTTP-based APIs. Insomnia combines an easy-to-use interface with advanced functionality like authentication helpers, code generation, and environment variables.<a href=""https://insomnia.rest/"">https://insomnia.rest/</a> Tech Champ <strong>Harry</strong>.","is a free cross-platform desktop application that takes the pain out of interacting with and designing HTTP-based APIs. Insomnia combines an easy-to-use interface with advanced functionality like authentication helpers, code generation, and environment variables.",Harry,https://insomnia.rest/,https://insomnia.rest/,,,,,,,
Browser Stack,adopt,tools,FALSE,"<strong>Browser Stack</strong> is a cloud web and mobile testing platform that enables developers to test their websites and mobile applications across on-demand browsers, operating systems and real mobile devices, without requiring users to install or maintain an internal lab of virtual machines, devices or emulators.<a href=""https://www.browserstack.com/""></a> Tech Champ <strong>?</strong>.","is a cloud web and mobile testing platform that enables developers to test their websites and mobile applications across on-demand browsers, operating systems and real mobile devices, without requiring users to install or maintain an internal lab of virtual machines, devices or emulators.",,https://www.browserstack.com/,,,,,,,,
GIT,adopt,tools,FALSE,"<strong>GIT</strong> is a distributed version-control system for tracking changes in source code during software development. It is designed for coordinating work among programmers, but it can be used to track changes in any set of files. Its goals include speed, data integrity, and support for distributed, non-linear workflows.<a href=""https://git-scm.com/""></a> Tech Champ <strong>?</strong>.","is a distributed version-control system for tracking changes in source code during software development. It is designed for coordinating work among programmers, but it can be used to track changes in any set of files. Its goals include speed, data integrity, and support for distributed, non-linear workflows.",,https://git-scm.com/,,,,,,,,
PostCSS,adopt,tools,FALSE,"<strong>PostCSS</strong> A tool for transforming CSS with JavaScript<a href=""https://postcss.org/"">https://postcss.org/</a> Tech Champ <strong>?</strong>.",A tool for transforming CSS with JavaScript,,https://postcss.org/,https://postcss.org/,,,,,,,
Sass,adopt,tools,FALSE,"<strong>Sass</strong> Syntactically Awesome Style Sheets, mature, stable, and powerful professional grade CSS extension language<a href=""https://sass-lang.com/"">https://sass-lang.com/</a> Tech Champ <strong>?</strong>.","Syntactically Awesome Style Sheets, mature, stable, and powerful professional grade CSS extension language",,https://sass-lang.com/,https://sass-lang.com/,,,,,,,
Google Analytics,adopt,tools,FALSE,"<strong>Google Analytics</strong> User Journey visulisation<a href=""""></a> Tech Champ <strong>Simon</strong>.",User Journey visulisation,Simon,,,,,,,,,
Intergration Services,adopt,tools,FALSE,"<strong>Intergration Services</strong> ISAC<a href=""""></a> Tech Champ <strong>Simon</strong>.",ISAC,Simon,,,,,,,,,
SonarCloud,adopt,tools,FALSE,"<strong>SonarCloud</strong> is a cloud service offered by SonarSource and based on SonarQube. SonarQube is a widely adopted open source platform to inspect continuously the quality of source code and detect bugs, vulnerabilities and code smells in more than 20 different languages<a href=""https://sonarcloud.io/""></a> Tech Champ <strong>?</strong>.","is a cloud service offered by SonarSource and based on SonarQube. SonarQube is a widely adopted open source platform to inspect continuously the quality of source code and detect bugs, vulnerabilities and code smells in more than 20 different languages",,https://sonarcloud.io/,,,,,,,,
Adobe XD,adopt,tools,TRUE,"<strong>Adobe XD</strong> is a vector-based user experience design tool for web apps and mobile apps, developed and published by Adobe Inc. It is available for macOS and Windows, although there are versions for iOS and Android to help preview the result of work directly on mobile devices.<a href=""https://www.adobe.com/uk/products/xd/details.html"">Adobe XD</a> Tech Champ <strong>Alison</strong>.","is a vector-based user experience design tool for web apps and mobile apps, developed and published by Adobe Inc. It is available for macOS and Windows, although there are versions for iOS and Android to help preview the result of work directly on mobile devices.",Alison,https://www.adobe.com/uk/products/xd/details.html,Adobe XD,,,,,,,
miro,adopt,tools,FALSE,"<strong>miro</strong> is the online collaborative whiteboarding platform that enables distributed teams to work effectively together, from brainstorming with digital sticky notes to planning and managing agile workflows<a href=""miro.com"">miro.com</a> Tech Champ <strong>Michael L</strong>.","is the online collaborative whiteboarding platform that enables distributed teams to work effectively together, from brainstorming with digital sticky notes to planning and managing agile workflows",Michael L,miro.com,miro.com,,,,,,,
Nlog,adopt,tools,FALSE,"<strong>Nlog</strong> is a flexible and free logging platform for various .NET platforms, including .NET standard. NLog makes it easy to write to several targets. (database, file, console) and change the logging configuration on-the-fly. NLog has support for structured and traditional logging.<a href=""""></a> Tech Champ <strong>?</strong>.","is a flexible and free logging platform for various .NET platforms, including .NET standard. NLog makes it easy to write to several targets. (database, file, console) and change the logging configuration on-the-fly. NLog has support for structured and traditional logging.",,,,,,,,,,
HotJar,trial,tools,TRUE,"<strong>HotJar</strong> is a powerful tool that reveals the online behavior and voice of your users. By combining both Analysis and Feedback tools, Hotjar gives you the 'big picture' of how to improve your site's user experience and performance/conversion rates.<a href=""https://www.hotjar.com/"">https://www.hotjar.com/</a> Tech Champ <strong>Alison</strong>.","is a powerful tool that reveals the online behavior and voice of your users. By combining both Analysis and Feedback tools, Hotjar gives you the 'big picture' of how to improve your site's user experience and performance/conversion rates.",Alison,https://www.hotjar.com/,https://www.hotjar.com/,,,,,,,
Azure DevOps Boards,trial,tools,TRUE,"<strong>Azure DevOps Boards</strong> is an interface or a service of DevOps through which teams can manage their projects throughout the entire development lifecycle.<a href=""https://docs.microsoft.com/en-us/azure/devops/boards/get-started/what-is-azure-boards?view=azure-devops"">DevOps Boards</a> Tech Champ <strong>Karen</strong>.",is an interface or a service of DevOps through which teams can manage their projects throughout the entire development lifecycle.,Karen,https://docs.microsoft.com/en-us/azure/devops/boards/get-started/what-is-azure-boards?view=azure-devops,DevOps Boards,,,,,,,
Playwright,assess,tools,TRUE,"<strong>Playwright</strong> Playwright is a framework for Web Testing and Automation. It allows testing Chromium, Firefox and WebKit with a single API<a href=""https://playwright.dev/"">https://playwright.dev/</a> Tech Champ <strong>?</strong>.","Playwright is a framework for Web Testing and Automation. It allows testing Chromium, Firefox and WebKit with a single API",,https://playwright.dev/,https://playwright.dev/,,,,,,,
Power Automate,assess,tools,TRUE,"<strong>Power Automate</strong> formerly Microsoft Flow, is an online tool within the Microsoft 365 applications and add-ins, used for the creation of automated workflows between apps and services to synchronize files, get notifications, and collect data.<a href=""https://powerautomate.microsoft.com/en-gb/"">https://powerautomate.microsoft.com/en-gb/</a> Tech Champ <strong>Simon</strong>.","formerly Microsoft Flow, is an online tool within the Microsoft 365 applications and add-ins, used for the creation of automated workflows between apps and services to synchronize files, get notifications, and collect data.",Simon,https://powerautomate.microsoft.com/en-gb/,https://powerautomate.microsoft.com/en-gb/,,,,,,,
Power Apps ,assess,tools,TRUE,"<strong>Power Apps </strong> allows you to build time-saving workflows into everything from individual tasks to large-scale systems with seamless integration using hundreds of prebuilt connectors.<a href=""https://powerapps.microsoft.com/en-gb/"">https://powerapps.microsoft.com/en-gb/</a> Tech Champ <strong>Simon</strong>.",allows you to build time-saving workflows into everything from individual tasks to large-scale systems with seamless integration using hundreds of prebuilt connectors.,Simon,https://powerapps.microsoft.com/en-gb/,https://powerapps.microsoft.com/en-gb/,,,,,,,
Purview,assess,tools,TRUE,"<strong>Purview</strong> is a unified data governance solution that helps you manage and govern your on-premises, multicloud, and software-as-a-service (SaaS) data. Easily create a holistic, up-to-date map of your data landscape with automated data discovery, sensitive data classification, and end-to-end data lineage. Enable data consumers to find valuable, trustworthy data.<a href=""""></a> Tech Champ <strong>?</strong>.","is a unified data governance solution that helps you manage and govern your on-premises, multicloud, and software-as-a-service (SaaS) data. Easily create a holistic, up-to-date map of your data landscape with automated data discovery, sensitive data classification, and end-to-end data lineage. Enable data consumers to find valuable, trustworthy data.",,,,,,,,,,
nService Bus,hold,tools,FALSE,"<strong>nService Bus</strong> is an implementation of a 'service bus' pattern for .NET. As a developer, it helps you create decoupled applications that are easier to maintain, extend, scale and test.<a href=""https://particular.net/nservicebus"">https://particular.net/nservicebus</a> Tech Champ <strong>?</strong>.","is an implementation of a 'service bus' pattern for .NET. As a developer, it helps you create decoupled applications that are easier to maintain, extend, scale and test.",,https://particular.net/nservicebus,https://particular.net/nservicebus,,,,,,,
Jira,hold,tools,FALSE,"<strong>Jira</strong> is a proprietary issue tracking product developed by Atlassian that allows bug tracking and agile project management.<a href=""https://www.atlassian.com/software/jira""></a> Tech Champ <strong>Kate</strong>.",is a proprietary issue tracking product developed by Atlassian that allows bug tracking and agile project management.,Kate,https://www.atlassian.com/software/jira,,,,,,,,
SpecFlow Runner,hold,tools,TRUE,"<strong>SpecFlow Runner</strong> is a powerful test runner for SpecFlow that further boosts your automation productivity. But it does not play well with .Net 6<a href=""https://specflow.org/tools/runner/"">https://specflow.org/tools/runner/</a> Tech Champ <strong>?</strong>.",is a powerful test runner for SpecFlow that further boosts your automation productivity. But it does not play well with .Net 6,,https://specflow.org/tools/runner/,https://specflow.org/tools/runner/,,,,,,,
Soap UI,hold,tools,FALSE,"<strong>Soap UI</strong> is an open-source web service testing application for service-oriented architectures and representational state transfers. Its functionality covers web service inspection, invoking, development, simulation and mocking, functional testing, load and compliance testing.<a href=""https://www.soapui.org/""></a> Tech Champ <strong>?</strong>.","is an open-source web service testing application for service-oriented architectures and representational state transfers. Its functionality covers web service inspection, invoking, development, simulation and mocking, functional testing, load and compliance testing.",,https://www.soapui.org/,,,,,,,,
